"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"e4aaaf91b157c19d1bae0073ff3023a7",7.7347550520202,-2.56437490629553,0.296266072014309,-8.65564824503996,4.90118004725592e-18,1.8176235552135e-17,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured",NA
"2f41c5f972c6ed09ddfdbfac4e7389b2",42.8456893459713,-5.62909193626319,0.385709928558426,-14.5941069168265,3.06196149857425e-48,5.13574451351773e-47,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured",NA
"b6fbf0a5c738a9873e054dd10acdc471",2.63350006172,-1.28049356959791,0.228801082632539,-5.59653632257685,2.18676523986914e-08,4.90526670827789e-08,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured",NA
"9fe11a5717148d08bb02bc98cfba737b",2.07954640858814,-0.922838394351859,0.235647942158111,-3.91617421268491,8.99652485625288e-05,0.000165160083181956,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4 lineage",NA
"ac1f21615d5fdef0b4305ed49b635a0e",4.90651319745738,-2.20225537114438,0.27072988134998,-8.1345116400264,4.13602237197427e-16,1.4001763809711e-15,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4 lineage",NA
"5db6e396f6cb41fca5d9e0a4d406716d",2.05901881146175,-0.96802574653212,0.230105752938373,-4.20687329269589,2.58928219380269e-05,4.93770092771677e-05,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4 lineage","Planctomycetaceae bacterium LX124"
"a7a3e265cb8a187ff33be97da5d0182f",3.05470321158923,-1.68646582515018,0.242553382644506,-6.95296765917265,3.57680711374222e-12,1.0113730459547e-11,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4 lineage","Planctomycetaceae bacterium LX124"
"2ddc38797201378d1cb89cffd44bb1a7",2.01380513179549,-1.09887715375272,0.21253240480856,-5.17039815524856,2.33595754627434e-07,4.93964661647696e-07,"Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured",NA
"b99d9c4f04a3f9ae7e3f93ea8dc5fd07",2.32133271737105,-1.56909614382618,0.215500693099103,-7.28116518448778,3.30949146795986e-13,9.84840606191282e-13,"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","uncultured","uncultured soil bacterium"
"0438e2b82b025da1d117bfec1924fe75",3.45270726584485,-2.07887831600273,0.262599637877601,-7.91653154134093,2.44227803391156e-15,8.01067195122991e-15,"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA,NA
"bc55254e2ad62c563eca6c9c0e9da274",1.96977715997546,-0.900068947017167,0.242766487444491,-3.7075502327024,0.000209273913949675,0.000366850709013919,"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","uncultured",NA
"8cb9d575d23677346e29ceda3815ca01",1.85525337023295,-1.18126647506627,0.232108624324512,-5.08928299628684,3.59419895588949e-07,7.57862522698983e-07,"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera",NA
"5a1b230321bf75eaacc64c7ded813229",2.15981193824847,-1.39276890493225,0.231603688409128,-6.01358689276107,1.81462590619841e-09,4.29228820120009e-09,"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera",NA
"b361cdf6813f76b3b42015ba5d2bbd5a",5.47463637052375,-2.87781061830476,0.258488994069493,-11.1332036733877,8.6470746763195e-29,5.64738151426884e-28,"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera",NA
"c20bdf0ee48ddc2ce56a81efa914516c",5.82750094390379,-2.8785515631738,0.263165005999436,-10.9382003592832,7.56873653800107e-28,4.61630377276429e-27,"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera",NA
"cbd50ba2fa25a29bd981dab1ae85d658",3.37500047281082,-2.05734987162757,0.240947721812194,-8.53857366300878,1.35888753286804e-17,4.91597548655202e-17,"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera",NA
"ce07816ee6fb04ba171e7097a1051b6a",2.8725795748972,-2.18078777863297,0.242264389644344,-9.00168523254482,2.22279063861756e-19,8.77229674491849e-19,"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA,NA
"bebbd48310f1fe74cfd2b05918b632a1",2.41967334473525,-1.64043216752706,0.217987332209695,-7.52535549152475,5.25770756462834e-14,1.60338354656848e-13,"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Aquisphaera",NA
"42fe38fc3734a1a3e4a6704f3092e337",1.55496608357372,-0.857710135328847,0.228164287635561,-3.75917784600383,0.000170472629915477,0.000300977992530196,"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA,NA
"16b35d90a70f49dc8ae8a9ee6d920c9e",4.37042184415628,-2.76804455398567,0.26146510128229,-10.5866692740656,3.43600926099404e-26,1.90659762001023e-25,"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae",NA,NA
"192b8083e1c8328740789da7c6d1d100",1.76197818514181,-0.825675051110029,0.21484870386794,-3.84305344293603,0.00012151299508062,0.000217134601378929,"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Paludisphaera",NA
"50410affe76c92ebc856217eabf671f2",2.0495382271328,-1.22440982004677,0.223895138379762,-5.46867533126145,4.53411410185744e-08,1.00485771987111e-07,"Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera",NA
